ΚΩΔΙΚΟΣ HEBIC;ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);Διεύθυνση ΕΛΛΗΝΙΚΑ;ΑΡΙΘΜΟΣ ΤΗΛΕΦΩΝΟΥ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΕΛΛΗΝΙΚΑ);ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ;ΓΡΑΦΕΙΟ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΔΙΑΔΡΟΜΗ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΕΛΛΗΝΙΚΑ);ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);Διεύθυνση ΑΓΓΛΙΚΑ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΑΓΓΛΙΚΑ);ΑΡΙΘΜΟΣ FAX;ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ_1;ΝΟΜΟΣ
140702;ΒΑΣΙΛΙΣΣΗΣ ΟΛΓΑΣ;Βασιλίσσης 'Ολγας 57;Βασιλίσσης 'Ολγας 57;2310836630;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;41;ALPHA BANK;ALPHA BANK;VASSILISSIS OLGAS;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;57, Vassilissis Olgas Street;57, Vassilissis Olgas Street;THESSALONIKI;2310836204;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140703;ΜΟΝΑΣΤΗΡΙΟΥ;Μοναστηρίου 95;Μοναστηρίου 95;2310531815;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;27;ALPHA BANK;ALPHA BANK;MONASTIRIOU;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;95, Monastiriou Street;95, Monastiriou Street;THESSALONIKI;2310518002;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140704;ΤΣΙΜΙΣΚΗ;Τσιμισκή 43;Τσιμισκή 43;2310227823;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;23;ALPHA BANK;ALPHA BANK;TSIMISKI;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;43, Tsimiski Street;43, Tsimiski Street;THESSALONIKI;2310239728;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140705;ΧΑΡΙΛΑΟΥ;25ης Μαρτίου 109;25ης Μαρτίου 109;2310311158;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;542;49;ALPHA BANK;ALPHA BANK;CHARILAOU;ΧΑΡΙΛΑΟΥ;CHARILAOU;109, 25th Martiou Street;109, 25th Martiou Street;THESSALONIKI;2310313321;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140706;ΣΟΦΟΥΛΗ;Θ. Σοφούλη 59;Θ. Σοφούλη 59;2310429825;ΚΑΛΑΜΑΡΙΑ;ΘΕΣΣΑΛΟΝΙΚΗΣ;551;31;ALPHA BANK;ALPHA BANK;SOFOULI;ΚΑΛΑΜΑΡΙΑ;KALAMARIA;59, Th. Sofouli Street;59, Th. Sofouli Street;KALAMARIA;2310429827;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140707;ΠΑΥΛΟΥ ΜΕΛΑ;Παύλου Μελά 2;Παύλου Μελά 2;2310233216;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;21;ALPHA BANK;ALPHA BANK;PAVLOU MELA;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;2, Pavlou Mela Street;2, Pavlou Mela Street;THESSALONIKI;2310233294;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140708;ΚΟΜΝΗΝΩΝ;Κομνηνών 26;Κομνηνών 26;2310232304;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;24;ALPHA BANK;ALPHA BANK;KOMNINON;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;26, Komninon Street;26, Komninon Street;THESSALONIKI;2310232476;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140709;ΔΙΟΙΚΗΤΗΡΙΟΥ;Αγίου Δημητρίου 66;Αγίου Δημητρίου 66;231 0223801;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;31;ALPHA BANK;ALPHA BANK;DIOIKITIRIO;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;66, Aghiou Dimitriou Street;66, Aghiou Dimitriou Street;THESSALONIKI;2310283782;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140712;ΒΥΖΑΝΤΙΟΥ;Εθνικής Αντιστάσεως 29;Εθνικής Αντιστάσεως 29;2310456359;ΚΑΛΑΜΑΡΙΑ;ΘΕΣΣΑΛΟΝΙΚΗΣ;551;34;ALPHA BANK;ALPHA BANK;BYZANTION;ΚΑΛΑΜΑΡΙΑ;KALAMARIA;29, Ethnikis Antistasseos Street;29, Ethnikis Antistasseos Street;KALAMARIA;2310444380;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140713;ΠΕΥΚΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ;3η Γ. Παπανικολάου 66;3η Γ. Παπανικολάου 66;2310582127;ΠΕΥΚΑ;ΠΕΥΚΩΝ;570;10;ALPHA BANK;ALPHA BANK;PEFKA-THESSALONIKI;ΠΕΥΚΑ;PEFKA;66, 3rd G. Papanikolaou Street;66, 3rd G. Papanikolaou Street;PEFKA;2310582135;ΠΕΥΚΩΝ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140714;ΠΑΝΟΡΑΜΑΤΟΣ;Κομνηνών 9;Κομνηνών 9;2310346091;ΠΑΝΟΡΑΜΑ;ΘΕΣΣΑΛΟΝΙΚΗΣ;552;36;ALPHA BANK;ALPHA BANK;PANORAMA;ΠΑΝΟΡΑΜΑ;PANORAMA;9, Komninon Street;9, Komninon Street;PANORAMA;2310346093;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140715;ΝΕΟΥ ΚΟΡΔΕΛΙΟΥ;Ανδρέα Παπανδρέου 60;Ανδρέα Παπανδρέου 60;2310759455;ΕΛΕΥΘΕΡΙΟ;ΘΕΣΣΑΛΟΝΙΚΗΣ;563;34;ALPHA BANK;ALPHA BANK;NEO KORDELIO;ΝΕΟ ΚΟΡΔΕΛΙΟ;NEO KORDELIO;60, Andrea Papandreou Street;60, Andrea Papandreou Street;ELEFTHERIO;2310759412;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140717;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ ;Αγίου Δημητρίου 132;Αγίου Δημητρίου 132;2310203231;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;35;ALPHA BANK;ALPHA BANK;AGHIOS DIMITRIOS THESSALONIKI;ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ;AGHIOS DIMITRIOS;132, Aghiou Dimitriou Street;132, Aghiou Dimitriou Street;THESSALONIKI;2310960470;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140718;ΒΙ.ΠΕ. ΘΕΣΣΑΛΟΝΙΚΗΣ;Βιομηχανική Περιοχή Θεσσαλονίκης;Βιομηχανική Περιοχή Θεσσαλονίκης;2310796634;ΣΙΝΔΟΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;570;22;ALPHA BANK;ALPHA BANK;THESSALONIKI INDUSTRIAL ESTATE;ΣΙΝΔΟΣ;SINDOS;Thessaloniki Industrial Estate;Thessaloniki Industrial Estate;SINDOS;2310799405;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140720;ΘΕΡΜΗΣ;Βασιλικής Ταβάκη 36;Βασιλικής Ταβάκη 36;2310487493;ΘΕΡΜΗ;ΘΕΡΜΗΣ ;570;1;ALPHA BANK;ALPHA BANK;THERMI;ΘΕΡΜΗ;THERMI;36, Vassilikis Tavaki Street;36, Vassilikis Tavaki Street;THERMI;2310487492;ΘΕΡΜΗΣ ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140721;ΕΥΟΣΜΟΥ;Μεγάλου Αλεξάνδρου 100;Μεγάλου Αλεξάνδρου 100;2310768402;ΕΥΟΣΜΟΣ;ΕΥΟΣΜΟΥ;562;24;ALPHA BANK;ALPHA BANK;EVOSMOS;ΕΥΟΣΜΟΣ;EVOSMOS;100, Megalou Alexandrou Street;100, Megalou Alexandrou Street;EVOSMOS;2310774999;ΕΥΟΣΜΟΥ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140722;ΚΑΛΟΧΩΡΙΟΥ;28ης Οκτωβρίου 74;28ης Οκτωβρίου 74;2310789658;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;570;9;ALPHA BANK;ALPHA BANK;KALOCHORI;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;74, 28th Octovriou Street;74, 28th Octovriou Street;THESSALONIKI;2310789846;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140724;ΠΕΡΑΙΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;Αμπελοκήπων 52;Αμπελοκήπων 52;2392076474;ΠΕΡΑΙΑ;ΘΕΣΣΑΛΟΝΙΚΗΣ;570;19;ALPHA BANK;ALPHA BANK;PERAIA THESSALONIKI;ΠΕΡΑΙΑ;PERAIA;52, Ampelokipon Street;52, Ampelokipon Street;PERAIA;2392029322;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140725;ΙΩΝΙΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ;Λεωφόρος Κωνσταντίνου Καραμανλή 118;Λεωφόρος Κωνσταντίνου Καραμανλή 118;2310778998;ΙΩΝΙΑ ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;570;8;ALPHA BANK;ALPHA BANK;IONIA-THESSALONIKI;ΘΕΣΣΑΛΟΝΙΚΗ;THESSALONIKI;118, Constantinou Karamanli Avenue;118, Constantinou Karamanli Avenue;IONIA THESSALONIKI;2310785651;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140728;ΠΟΛΥΓΥΡΟΥ;Ασκληπιού 26;Ασκληπιού 26;2371021025;ΠΟΛΥΓΥΡΟΣ;ΠΟΛΥΓΥΡΟΥ;631;0;ALPHA BANK;ALPHA BANK;POLYGYROS;ΠΟΛΥΓΥΡΟΣ;POLYGYROS;26, Asklipiou Street;26, Asklipiou Street;POLYGYROS;2371021028;ΠΟΛΥΓΥΡΟΥ;ΧΑΛΚΙΔΙΚΗΣ
140730;ΠΥΛΑΙΑΣ;Προφήτου Ηλία 54;Προφήτου Ηλία 54;2310315688;ΠΥΛΑΙΑ;ΠΥΛΑΙΑΣ;555;35;ALPHA BANK;ALPHA BANK;PYLEA;ΠΥΛΑΙΑ;PYLEA;54, Prophetou Ilia Street;54, Prophetou Ilia Street;PYLEA;2310315635;ΠΥΛΑΙΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140731;ΝΕΑΣ ΚΡΗΝΗΣ;Ανδρούτσου 33;Ανδρούτσου 33;2310451380;ΚΑΛΑΜΑΡΙΑ;ΚΑΛΑΜΑΡΙΑΣ;551;32;ALPHA BANK;ALPHA BANK;NEA KRINI;ΚΑΛΑΜΑΡΙΑ;KALAMARIA;33, Androutsou Street;33, Androutsou Street;KALAMARIA;2310482066;ΚΑΛΑΜΑΡΙΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140732;ΠΑΤΡΙΑΡΧΟΥ ΔΙΟΝΥΣΙΟΥ-ΔΡΑΜΑ;Πατριάρχου Διονυσίου 1;Πατριάρχου Διονυσίου 1;2521030214;ΔΡΑΜΑ;ΔΡΑΜΑΣ;661;33;ALPHA BANK;ALPHA BANK;PATRIARCHOU DIONISSIOU-DRAMA;ΔΡΑΜΑ;DRAMA;1, Patriarchou Dionissiou Street;1, Patriarchou Dionissiou Street;DRAMA;2521033494;ΔΡΑΜΑΣ;ΔΡΑΜΑΣ
140733;ΘΑΣΟΥ;18ης Οκτωβρίου;18ης Οκτωβρίου;2593022341;ΘΑΣΟΣ;ΘΑΣΟΥ;640;4;ALPHA BANK;ALPHA BANK;THASSOS;ΘΑΣΟΣ;THASSOS;18th Octovriou Street;18th Octovriou Street;THASSOS;2593022883;ΘΑΣΟΥ;ΚΑΒΑΛΑΣ
140734;ΣΙΔΗΡΟΚΑΣΤΡΟΥ;Βασιλέως Γεωργίου 50;Βασιλέως Γεωργίου 50;2323025695;ΣΙΔΗΡΟΚΑΣΤΡΟ;ΣΙΔΗΡΟΚΑΣΤΡΟΥ;623;0;ALPHA BANK;ALPHA BANK;SIDIROKASTRO;ΣΙΔΗΡΟΚΑΣΤΡΟ;SIDIROKASTRO;50, Vassileos Georgiou Street;50, Vassileos Georgiou Street;SIDIROKASTRO;2323025690;ΣΙΔΗΡΟΚΑΣΤΡΟΥ;ΣΕΡΡΩΝ
140739;ΝΕΑΣ ΠΟΛΙΤΕΙΑΣ ΕΥΟΣΜΟΥ;Αντώνη Τρίτση 102;Αντώνη Τρίτση 102;2310588675;ΕΥΟΣΜΟΣ;ΕΥΟΣΜΟΥ;562;24;ALPHA BANK;ALPHA BANK;NEA POLITIA-EVOSMOS;ΕΥΟΣΜΟΣ;EVOSMOS;102, Antoni Tritsi Street;102, Antoni Tritsi Street;EVOSMOS;2310588298;ΕΥΟΣΜΟΥ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140745;ΚΑΡΠΑΘΟΥ;28ης Οκτωβρίου ;28ης Οκτωβρίου ;2245029170;ΚΑΡΠΑΘΟΣ;ΚΑΡΠΑΘΟΥ;857;0;ALPHA BANK;ALPHA BANK;KARPATHOS;ΚΑΡΠΑΘΟΣ ;KARPATHOS;28th Octovriou Street;28th Octovriou Street;KARPATHOS;2245022887;ΚΑΡΠΑΘΟΥ;ΔΩΔΕΚΑΝΗΣΟΥ
140747;ΑΣΤΥΠΑΛΑΙΑΣ;Πέρα Γιαλός;Πέρα Γιαλός;2243059890;ΑΣΤΥΠΑΛΑΙΑ;ΑΣΤΥΠΑΛΑΙΑΣ;859;0;ALPHA BANK;ALPHA BANK;ASTYPALAIA;ΛΙΜΑΝΙ ΑΣΤΥΠΑΛΑΙΑΣ;ASTYPALAIA PORT;Pera Gialos;Pera Gialos;ASTYPALAIA;2243061352;ΑΣΤΥΠΑΛΑΙΑΣ;ΔΩΔΕΚΑΝΗΣΟΥ
140750;ΠΑΤΜΟΥ;Σκάλα ;Σκάλα ;2247035000;ΠΑΤΜΟΣ;ΠΑΤΜΟΥ;855;0;ALPHA BANK;ALPHA BANK;PATMOS;ΠΑΤΜΟΣ;PATMOS;Skala;Skala;PATMOS;2247031330;ΠΑΤΜΟΥ;ΔΩΔΕΚΑΝΗΣΟΥ
140759;ΑΛΙΒΕΡΙΟΥ;Βράκα 10;Βράκα 10;2223027010;ΑΛΙΒΕΡΙ;ΤΑΜΙΝΑΙΩΝ;345;0;ALPHA BANK;ALPHA BANK;ALIVERI;ΑΛΙΒΕΡΙ ;ALIVERI;10, Vraka Street;10, Vraka Street;ALIVERI;2223024812;ΤΑΜΙΝΑΙΩΝ;ΕΥΒΟΙΑΣ
140355;ΣΤΑΘΜΟΥ ΜΕΤΡΟ ΑΛΙΜΟΥ;Λεωφόρος Βουλιαγμένης 550;Λεωφόρος Βουλιαγμένης 550;2109903170;ΑΛΙΜΟΣ;ΑΛΙΜΟΥ;174;56;ALPHA BANK;ALPHA BANK;ALIMOS METRO STATION;ΑΛΙΜΟΣ;ALIMOS;550, Vouliagmenis Avenue;550, Vouliagmenis Avenue;ALIMOS;2109955238;ΑΛΙΜΟΥ;ΑΤΤΙΚΗΣ
140772;ΖΑΚΥΝΘΟΥ;Πλατεία Αγίου Μάρκου;Πλατεία Αγίου Μάρκου;2695022336;ΖΑΚΥΝΘΟΣ;ΖΑΚΥΝΘΟΥ;291;0;ALPHA BANK;ALPHA BANK;ZAKYNTHOS;ΖΑΚΥΝΘΟΣ;ZAKYNTHOS;Aghiou Markou Square;Aghiou Markou Square;ZAKYNTHOS;2695026670;ΖΑΚΥΝΘΟΥ;ΖΑΚΥΝΘΟΥ
140775;ΛΕΩΦΟΡΟΥ ΚΝΩΣΣΟΥ;Λεωφόρος Κνωσσού 198;Λεωφόρος Κνωσσού 198;2810231448;ΗΡΑΚΛΕΙΟ;ΗΡΑΚΛΕΙΟΥ;714;9;ALPHA BANK;ALPHA BANK;LEOFOROU KNOSSOU;ΗΡΑΚΛΕΙΟ;IRAKLIO;198, Knossou Avenue;198, Knossou Avenue;IRAKLIO;2810322439;ΗΡΑΚΛΕΙΟΥ;ΗΡΑΚΛΕΙΟΥ
140779;ΚΑΛΥΜΝΟΥ;Παραλιακή Οδός;Παραλιακή Οδός;2243028321;ΚΑΛΥΜΝΟΣ ;ΚΑΛΥΜΝΟΥ;852;0;ALPHA BANK;ALPHA BANK;KALYMNOS;ΚΑΛΥΜΝΟΣ;KALYMNOS;Paraliaki Odos ;Paraliaki Odos ;KALYMNOS;2243051223;ΚΑΛΥΜΝΟΥ;ΔΩΔΕΚΑΝΗΣΟΥ
140785;ΙΚΑΡΙΑΣ;ʼγιος Κήρυκος;ʼγιος Κήρυκος;2275024074;ΙΚΑΡΙΑ ;ΙΚΑΡΙΑΣ;833;0;ALPHA BANK;ALPHA BANK;IKARIA;ΑΓΙΟΣ ΚΗΡΥΚΟΣ;IKARIA;Aghios Kirikos;Aghios Kirikos;IKARIA;2275022569;ΙΚΑΡΙΑΣ;ΣΑΜΟΥ
140788;62 ΜΑΡΤΥΡΩΝ;Λεωφόρος 62 Μαρτύρων 84;Λεωφόρος 62 Μαρτύρων 84;2810255078;ΗΡΑΚΛΕΙΟ;ΗΡΑΚΛΕΙΟΥ;713;3;ALPHA BANK;ALPHA BANK;62 MARTYRON;ΗΡΑΚΛΕΙΟ;IRAKLIO;84, 62 Martyron Avenue;84, 62 Martyron Avenue;IRAKLIO;2810316446;ΗΡΑΚΛΕΙΟΥ;ΗΡΑΚΛΕΙΟΥ
140790;ΡΕΘΥΜΝΟΥ;Λεωφόρος Παύλου Κουντουριώτου 134;Λεωφόρος Παύλου Κουντουριώτου 134;2831028777;ΡΕΘΥΜΝΟ;ΡΕΘΥΜΝΟΥ;741;0;ALPHA BANK;ALPHA BANK;RETHYMNON;ΡΕΘΥΜΝΟ;RETHYMNO;134, Pavlou Kountouriotou Avenue;134, Pavlou Kountouriotou Avenue;RETHYMNO;2831055259;ΡΕΘΥΜΝΟΥ;ΡΕΘΥΜΝΟΥ
140791;ΣΥΜΗΣ ;Μουράγιο Σύμης;Μουράγιο Σύμης;2246071122;ΣΥΜΗ ;ΣΥΜΗΣ;856;0;ALPHA BANK;ALPHA BANK;SYMI;ΣΥΜΗ;SYMI;Mouragio Symi;Mouragio Symi;SYMI;2246072201;ΣΥΜΗΣ;ΔΩΔΕΚΑΝΗΣΟΥ
140792;ΣΗΤΕΙΑΣ;Ελευθερίου Βενιζέλου 109;Ελευθερίου Βενιζέλου 109;2843024671;ΣΗΤΕΙΑ;ΣΗΤΕΙΑΣ;723;0;ALPHA BANK;ALPHA BANK;SITIA;ΣΗΤΕΙΑ;SITIA;109, Eleftheriou Venizelou Street;109, Eleftheriou Venizelou Street;SITIA;2843022291;ΣΗΤΕΙΑΣ;ΛΑΣΙΘΙΟΥ
140794;ΑΕΡΟΔΡΟΜΙΟΥ ΜΥΚΟΝΟΥ;Δημοτική Οδός Χώρας-Αεροδρομίου;Δημοτική Οδός Χώρας-Αεροδρομίου;2289023909;ΜΥΚΟΝΟΣ ;ΜΥΚΟΝΟΥ;846;0;ALPHA BANK;ALPHA BANK;MYCONOS AIRPORT;ΜΥΚΟΝΟΣ;MYCONOS;Demotiki Odos Choras-Aerodromiou;Demotiki Odos Choras-Aerodromiou;MYCONOS;2289026171;ΜΥΚΟΝΟΥ;ΚΥΚΛΑΔΩΝ
140795;ΛΗΜΝΟΥ;Παναγιώτη Κυδά 78;Παναγιώτη Κυδά 78;2254026240; ΜΥΡΙΝΑ ;ΜΥΡΙΝΗΣ;814;0;ALPHA BANK;ALPHA BANK;LEMNOS;ΜΥΡΙΝΑ ΛΗΜΝΟΥ;MYRINA ;78, Panagioti Kyda Street;78, Panagioti Kyda Street;MYRINA;2254024660;ΜΥΡΙΝΗΣ;ΛΕΣΒΟΥ
140798;ΑΧΑΡΑΒΗΣ-ΚΕΡΚΥΡΑ ;Αχαράβη Κερκύρας;Αχαράβη Κερκύρας;2663063637;ΚΕΡΚΥΡΑ;ΘΙΝΑΛΙΩΝ;490;81;ALPHA BANK;ALPHA BANK;ACHARAVI-KERKYRA;ΑΧΑΡΑΒΗ ΚΕΡΚΥΡΑΣ;KERKYRA;Acharavi Kerkyras;Acharavi Kerkyras;KERKYRA;2663063333;ΘΙΝΑΛΙΩΝ;ΚΕΡΚΥΡΑΣ
140799;ΙΑΛΥΣΣΟΥ ;Λεωφόρος Ηρακλειδών 4Ε;Λεωφόρος Ηρακλειδών 4Ε;2241095227;ΡΟΔΟΣ;ΙΑΛΥΣΣΟΥ;851;1;ALPHA BANK;ALPHA BANK;IALYSSOS;ΙΑΛΥΣΣΟΣ;RHODOS;4E, Iraklidon Avenue;4E, Iraklidon Avenue;RHODOS;2241093214;ΙΑΛΥΣΣΟΥ;ΔΩΔΕΚΑΝΗΣΟΥ
140800;ΚΑΒΑΛΑΣ;Ομονοίας 56;Ομονοίας 56;2510228930;ΚΑΒΑΛΑ;ΚΑΒΑΛΑΣ;653;2;ALPHA BANK;ALPHA BANK;KAVALA;ΚΑΒΑΛΑ;KAVALA;56, Omonias Street;56, Omonias Street;KAVALA;2510228869;ΚΑΒΑΛΑΣ;ΚΑΒΑΛΑΣ
140810;ΣΕΡΡΩΝ;Πλατεία Εμπορίου 11;Πλατεία Εμπορίου 11;2321026573;ΣΕΡΡΕΣ;ΣΕΡΡΩΝ;621;22;ALPHA BANK;ALPHA BANK;SERRAI;ΣΕΡΡΕΣ;SERRES;11, Emporiou Square;11, Emporiou Square;SERRES;2321020902;ΣΕΡΡΩΝ;ΣΕΡΡΩΝ
140815;ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ;Εθνικής Αντιστάσεως 1;Εθνικής Αντιστάσεως 1;2373025380;ΝΕΑ ΜΟΥΔΑΝΙΑ;ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ;632;0;ALPHA BANK;ALPHA BANK;NEA MOUDANIA;ΝΕΑ ΜΟΥΔΑΝΙΑ;NEA MOUDANIA;1, Ethnikis Antistasseos Street;1, Ethnikis Antistasseos Street;NEA MOUDANIA;2373023959;ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ;ΧΑΛΚΙΔΙΚΗΣ
140816;ΚΑΣΣΑΝΔΡΟΥ;Κασσάνδρου 30;Κασσάνδρου 30;2351079112;ΚΑΤΕΡΙΝΗ;ΚΑΤΕΡΙΝΗΣ;601;0;ALPHA BANK;ALPHA BANK;KASSANDROU;ΚΑΤΕΡΙΝΗ;KATERINI;30, Kassandrou Street;30, Kassandrou Street;KATERINI;2351025548;ΚΑΤΕΡΙΝΗΣ;ΠΙΕΡΙΑΣ
140820;ΔΡΑΜΑΣ;ʼρμεν 5;ʼρμεν 5;2521020596;ΔΡΑΜΑ;ΔΡΑΜΑΣ;661;32;ALPHA BANK;ALPHA BANK;DRAMA;ΔΡΑΜΑ;DRAMA;5, Armen Street;5, Armen Street;DRAMA;2521022132;ΔΡΑΜΑΣ;ΔΡΑΜΑΣ
140828;ΠΑΡΑΜΥΘΙΑΣ;Κωνσταντίνου Καραμανλή 73 ;Κωνσταντίνου Καραμανλή 73 ;2666029050;ΠΑΡΑΜΥΘΙΑ;ΠΑΡΑΜΥΘΙΑΣ;462;0;ALPHA BANK;ALPHA BANK;PARAMYTHIA;ΠΑΡΑΜΥΘΙΑ ;PARAMYTHIA;73, Constantinou Karamanli Street;73, Constantinou Karamanli Street;PARAMYTHIA;2666022966;ΠΑΡΑΜΥΘΙΑΣ;ΘΕΣΠΡΩΤΙΑΣ
140829;ΠΙΕΡΙΩΝ-ΒΕΡΟΙΑ;Πιερίων 126;Πιερίων 126;2331028153;ΒΕΡΟΙΑ;ΒΕΡΟΙΑΣ;591;32;ALPHA BANK;ALPHA BANK;PIERIA-VERIA;ΒΕΡΟΙΑ;VERIA;126, Pierion Street;126, Pierion Street;VERIA;2331063916;ΒΕΡΟΙΑΣ;ΗΜΑΘΙΑΣ
140830;ΒΕΡΟΙΑΣ;Μαλακούση 10;Μαλακούση 10;2331022913;ΒΕΡΟΙΑ;ΒΕΡΟΙΑΣ;591;0;ALPHA BANK;ALPHA BANK;VERIA;ΒΕΡΟΙΑ;VERIA;10, Malakoussi Street;10, Malakoussi Street;VERIA;2331028365;ΒΕΡΟΙΑΣ;ΗΜΑΘΙΑΣ
140831;ΝΑΟΥΣΗΣ;Πλατεία Εμπορίου 1 ;Πλατεία Εμπορίου 1 ;2332025501;ΝΑΟΥΣΑ;ΝΑΟΥΣΗΣ;592;0;ALPHA BANK;ALPHA BANK;NAOUSSA;ΝΑΟΥΣΑ;NAOUSSA;1, Emporiou Square;1, Emporiou Square;NAOUSSA;2332026991;ΝΑΟΥΣΗΣ;ΗΜΑΘΙΑΣ
